CTA ORCTO;No.DOCTO;PARCELA;FORNECEDOR;VENCTO;PAGTO;VALOR;C.CUSTO;UNIDADE
00134 Telefonia                                         ;21429   ;001;02449992005638       VIVO S.A                                     ;03/03/2013;04/03/2013;    1.334,35;002001 Hemodialise                                       ;001 Taubaté
00134 Telefonia                                         ;21429   ;001;02449992005638       VIVO S.A                                     ;03/03/2013;04/03/2013;      723,40;003001 Administracao                                     ;001 Taubaté
00134 Telefonia                                         ;21429   ;001;02449992005638       VIVO S.A                                     ;03/03/2013;04/03/2013;      986,46;004001 Consultorio                                       ;001 Taubaté
00134 Telefonia                                         ;21643   ;001;02449992005638       VIVO S.A                                     ;12/03/2013;12/03/2013;       10,95;000012 Dialise Peritonial - DPA                          ;001 Taubaté
00134 Telefonia                                         ;21643   ;001;02449992005638       VIVO S.A                                     ;12/03/2013;12/03/2013;       29,75;000016 Farmacia - PRODUÇÃO                               ;001 Taubaté
00134 Telefonia                                         ;21643   ;001;02449992005638       VIVO S.A                                     ;12/03/2013;12/03/2013;       71,92;001001 Laboratorio Hemo                                  ;001 Taubaté
00134 Telefonia                                         ;21643   ;001;02449992005638       VIVO S.A                                     ;12/03/2013;12/03/2013;        3,65;001006 Laboratorio DPA                                   ;001 Taubaté
00134 Telefonia                                         ;21643   ;001;02449992005638       VIVO S.A                                     ;12/03/2013;12/03/2013;       19,17;001007 Laboratorio Externo                               ;001 Taubaté
00134 Telefonia                                         ;21643   ;001;02449992005638       VIVO S.A                                     ;12/03/2013;12/03/2013;      740,76;002001 Hemodialise                                       ;001 Taubaté
00134 Telefonia                                         ;21643   ;001;02449992005638       VIVO S.A                                     ;12/03/2013;12/03/2013;      401,59;003001 Administracao                                     ;001 Taubaté
00134 Telefonia                                         ;21643   ;001;02449992005638       VIVO S.A                                     ;12/03/2013;12/03/2013;      547,63;004001 Consultorio                                       ;001 Taubaté
00134 Telefonia                                         ;21682   ;001;02449992005638       VIVO S.A                                     ;18/03/2013;18/03/2013;        3,12;000012 Dialise Peritonial - DPA                          ;001 Taubaté
00134 Telefonia                                         ;21682   ;001;02449992005638       VIVO S.A                                     ;18/03/2013;18/03/2013;        8,47;000016 Farmacia - PRODUÇÃO                               ;001 Taubaté
00134 Telefonia                                         ;21682   ;001;02449992005638       VIVO S.A                                     ;18/03/2013;18/03/2013;       20,48;001001 Laboratorio Hemo                                  ;001 Taubaté
00134 Telefonia                                         ;21682   ;001;02449992005638       VIVO S.A                                     ;18/03/2013;18/03/2013;        1,04;001006 Laboratorio DPA                                   ;001 Taubaté
00134 Telefonia                                         ;21682   ;001;02449992005638       VIVO S.A                                     ;18/03/2013;18/03/2013;        5,46;001007 Laboratorio Externo                               ;001 Taubaté
00134 Telefonia                                         ;21682   ;001;02449992005638       VIVO S.A                                     ;18/03/2013;18/03/2013;      210,96;002001 Hemodialise                                       ;001 Taubaté
00134 Telefonia                                         ;21682   ;001;02449992005638       VIVO S.A                                     ;18/03/2013;18/03/2013;      114,37;003001 Administracao                                     ;001 Taubaté
00134 Telefonia                                         ;21682   ;001;02449992005638       VIVO S.A                                     ;18/03/2013;18/03/2013;      155,96;004001 Consultorio                                       ;001 Taubaté
00134 Telefonia                                         ;21683   ;001;02449992005638       VIVO S.A                                     ;18/03/2013;18/03/2013;        0,07;000012 Dialise Peritonial - DPA                          ;001 Taubaté
00134 Telefonia                                         ;21683   ;001;02449992005638       VIVO S.A                                     ;18/03/2013;18/03/2013;        0,18;000016 Farmacia - PRODUÇÃO                               ;001 Taubaté
00134 Telefonia                                         ;21683   ;001;02449992005638       VIVO S.A                                     ;18/03/2013;18/03/2013;        0,44;001001 Laboratorio Hemo                                  ;001 Taubaté
00134 Telefonia                                         ;21683   ;001;02449992005638       VIVO S.A                                     ;18/03/2013;18/03/2013;        0,03;001006 Laboratorio DPA                                   ;001 Taubaté
00134 Telefonia                                         ;21683   ;001;02449992005638       VIVO S.A                                     ;18/03/2013;18/03/2013;        0,12;001007 Laboratorio Externo                               ;001 Taubaté
00134 Telefonia                                         ;21683   ;001;02449992005638       VIVO S.A                                     ;18/03/2013;18/03/2013;        4,58;002001 Hemodialise                                       ;001 Taubaté
00134 Telefonia                                         ;21683   ;001;02449992005638       VIVO S.A                                     ;18/03/2013;18/03/2013;        2,48;003001 Administracao                                     ;001 Taubaté
00134 Telefonia                                         ;21683   ;001;02449992005638       VIVO S.A                                     ;18/03/2013;18/03/2013;        3,39;004001 Consultorio                                       ;001 Taubaté
00134 Telefonia                                         ;21691   ;001;02449992005638       VIVO S.A                                     ;18/03/2013;18/03/2013;        4,85;000012 Dialise Peritonial - DPA                          ;001 Taubaté
00134 Telefonia                                         ;21691   ;001;02449992005638       VIVO S.A                                     ;18/03/2013;18/03/2013;       13,18;000016 Farmacia - PRODUÇÃO                               ;001 Taubaté
00134 Telefonia                                         ;21691   ;001;02449992005638       VIVO S.A                                     ;18/03/2013;18/03/2013;       31,85;001001 Laboratorio Hemo                                  ;001 Taubaté
00134 Telefonia                                         ;21691   ;001;02449992005638       VIVO S.A                                     ;18/03/2013;18/03/2013;        1,61;001006 Laboratorio DPA                                   ;001 Taubaté
00134 Telefonia                                         ;21691   ;001;02449992005638       VIVO S.A                                     ;18/03/2013;18/03/2013;        8,49;001007 Laboratorio Externo                               ;001 Taubaté
00134 Telefonia                                         ;21691   ;001;02449992005638       VIVO S.A                                     ;18/03/2013;18/03/2013;      328,06;002001 Hemodialise                                       ;001 Taubaté
00134 Telefonia                                         ;21691   ;001;02449992005638       VIVO S.A                                     ;18/03/2013;18/03/2013;      177,85;003001 Administracao                                     ;001 Taubaté
